"ARO"	"ARO_name"	"resistance_to_drug_classes"	"confers_resistance_to"	"resistance_to_drug_classes_names"	"confers_resistance_to_names"
"ARO:3002379"	"SME-1"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3002380"	"SME-2"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3002381"	"SME-3"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3002382"	"SME-4"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3002383"	"SME-5"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3002385"	"BEL-1"	"ARO:0000004,ARO:0000032,ARO:3000008"	"ARO:"	"monobactam,cephalosporin,penicillin beta-lactam"	""
"ARO:3002386"	"BEL-2"	"ARO:0000004,ARO:0000032,ARO:3000008"	"ARO:"	"monobactam,cephalosporin,penicillin beta-lactam"	""
"ARO:3002387"	"BEL-3"	"ARO:0000004,ARO:0000032,ARO:3000008"	"ARO:"	"monobactam,cephalosporin,penicillin beta-lactam"	""
"ARO:3002389"	"OXY-1-1"	"ARO:0000004,ARO:0000032,ARO:3000008"	"ARO:"	"monobactam,cephalosporin,penicillin beta-lactam"	""
"ARO:3002390"	"OXY-1-2"	"ARO:0000004,ARO:0000032,ARO:3000008"	"ARO:"	"monobactam,cephalosporin,penicillin beta-lactam"	""
"ARO:3002391"	"OXY-1-3"	"ARO:0000004,ARO:0000032,ARO:3000008"	"ARO:"	"monobactam,cephalosporin,penicillin beta-lactam"	""
"ARO:3002392"	"OXY-1-4"	"ARO:0000004,ARO:0000032,ARO:3000008"	"ARO:"	"monobactam,cephalosporin,penicillin beta-lactam"	""
"ARO:3002394"	"OXY-1-6"	"ARO:0000004,ARO:0000032,ARO:3000008"	"ARO:"	"monobactam,cephalosporin,penicillin beta-lactam"	""
"ARO:3002396"	"OXY-2-1"	"ARO:0000004,ARO:0000032,ARO:3000008"	"ARO:"	"monobactam,cephalosporin,penicillin beta-lactam"	""
"ARO:3002397"	"OXY-2-2"	"ARO:0000004,ARO:0000032,ARO:3000008"	"ARO:"	"monobactam,cephalosporin,penicillin beta-lactam"	""
"ARO:3002398"	"OXY-2-3"	"ARO:0000004,ARO:0000032,ARO:3000008"	"ARO:"	"monobactam,cephalosporin,penicillin beta-lactam"	""
"ARO:3002399"	"OXY-2-4"	"ARO:0000004,ARO:0000032,ARO:3000008"	"ARO:"	"monobactam,cephalosporin,penicillin beta-lactam"	""
"ARO:3002400"	"OXY-2-5"	"ARO:0000004,ARO:0000032,ARO:3000008"	"ARO:"	"monobactam,cephalosporin,penicillin beta-lactam"	""
"ARO:3002401"	"OXY-2-6"	"ARO:0000004,ARO:0000032,ARO:3000008"	"ARO:"	"monobactam,cephalosporin,penicillin beta-lactam"	""
"ARO:3002402"	"OXY-2-7"	"ARO:0000004,ARO:0000032,ARO:3000008"	"ARO:"	"monobactam,cephalosporin,penicillin beta-lactam"	""
"ARO:3002403"	"OXY-2-8"	"ARO:0000004,ARO:0000032,ARO:3000008"	"ARO:"	"monobactam,cephalosporin,penicillin beta-lactam"	""
"ARO:3002404"	"OXY-2-9"	"ARO:0000004,ARO:0000032,ARO:3000008"	"ARO:"	"monobactam,cephalosporin,penicillin beta-lactam"	""
"ARO:3002405"	"OXY-2-10"	"ARO:0000004,ARO:0000032,ARO:3000008"	"ARO:"	"monobactam,cephalosporin,penicillin beta-lactam"	""
"ARO:3002406"	"OXY-2-11"	"ARO:0000004,ARO:0000032,ARO:3000008"	"ARO:"	"monobactam,cephalosporin,penicillin beta-lactam"	""
"ARO:3002407"	"OXY-2-12"	"ARO:0000004,ARO:0000032,ARO:3000008"	"ARO:"	"monobactam,cephalosporin,penicillin beta-lactam"	""
"ARO:3002408"	"OXY-2-13"	"ARO:0000004,ARO:0000032,ARO:3000008"	"ARO:"	"monobactam,cephalosporin,penicillin beta-lactam"	""
"ARO:3002409"	"OXY-3-1"	"ARO:0000004,ARO:0000032,ARO:3000008"	"ARO:"	"monobactam,cephalosporin,penicillin beta-lactam"	""
"ARO:3002410"	"OXY-4-1"	"ARO:0000004,ARO:0000032,ARO:3000008"	"ARO:"	"monobactam,cephalosporin,penicillin beta-lactam"	""
"ARO:3002411"	"OXY-5-1"	"ARO:0000004,ARO:0000032,ARO:3000008"	"ARO:"	"monobactam,cephalosporin,penicillin beta-lactam"	""
"ARO:3002412"	"OXY-5-2"	"ARO:0000004,ARO:0000032,ARO:3000008"	"ARO:"	"monobactam,cephalosporin,penicillin beta-lactam"	""
"ARO:3002413"	"OXY-6-1"	"ARO:0000004,ARO:0000032,ARO:3000008"	"ARO:"	"monobactam,cephalosporin,penicillin beta-lactam"	""
"ARO:3002414"	"OXY-6-2"	"ARO:0000004,ARO:0000032,ARO:3000008"	"ARO:"	"monobactam,cephalosporin,penicillin beta-lactam"	""
"ARO:3002415"	"OXY-6-3"	"ARO:0000004,ARO:0000032,ARO:3000008"	"ARO:"	"monobactam,cephalosporin,penicillin beta-lactam"	""
"ARO:3002416"	"OXY-6-4"	"ARO:0000004,ARO:0000032,ARO:3000008"	"ARO:"	"monobactam,cephalosporin,penicillin beta-lactam"	""
"ARO:3002418"	"OKP-A-1"	"ARO:0000032,ARO:3000008"	"ARO:"	"cephalosporin,penicillin beta-lactam"	""
"ARO:3002419"	"OKP-A-2"	"ARO:0000032,ARO:3000008"	"ARO:"	"cephalosporin,penicillin beta-lactam"	""
"ARO:3002420"	"OKP-A-3"	"ARO:0000032,ARO:3000008"	"ARO:"	"cephalosporin,penicillin beta-lactam"	""
"ARO:3002421"	"OKP-A-4"	"ARO:0000032,ARO:3000008"	"ARO:"	"cephalosporin,penicillin beta-lactam"	""
"ARO:3002422"	"OKP-A-5"	"ARO:0000032,ARO:3000008"	"ARO:"	"cephalosporin,penicillin beta-lactam"	""
"ARO:3002423"	"OKP-A-6"	"ARO:0000032,ARO:3000008"	"ARO:"	"cephalosporin,penicillin beta-lactam"	""
"ARO:3002424"	"OKP-A-7"	"ARO:0000032,ARO:3000008"	"ARO:"	"cephalosporin,penicillin beta-lactam"	""
"ARO:3002425"	"OKP-A-8"	"ARO:0000032,ARO:3000008"	"ARO:"	"cephalosporin,penicillin beta-lactam"	""
"ARO:3002426"	"OKP-A-9"	"ARO:0000032,ARO:3000008"	"ARO:"	"cephalosporin,penicillin beta-lactam"	""
"ARO:3002427"	"OKP-A-10"	"ARO:0000032,ARO:3000008"	"ARO:"	"cephalosporin,penicillin beta-lactam"	""
"ARO:3002428"	"OKP-A-11"	"ARO:0000032,ARO:3000008"	"ARO:"	"cephalosporin,penicillin beta-lactam"	""
"ARO:3002429"	"OKP-A-12"	"ARO:0000032,ARO:3000008"	"ARO:"	"cephalosporin,penicillin beta-lactam"	""
"ARO:3002430"	"OKP-A-13"	"ARO:0000032,ARO:3000008"	"ARO:"	"cephalosporin,penicillin beta-lactam"	""
"ARO:3002431"	"OKP-A-14"	"ARO:0000032,ARO:3000008"	"ARO:"	"cephalosporin,penicillin beta-lactam"	""
"ARO:3002432"	"OKP-A-15"	"ARO:0000032,ARO:3000008"	"ARO:"	"cephalosporin,penicillin beta-lactam"	""
"ARO:3002433"	"OKP-A-16"	"ARO:0000032,ARO:3000008"	"ARO:"	"cephalosporin,penicillin beta-lactam"	""
"ARO:3002434"	"OKP-B-1"	"ARO:0000032,ARO:3000008"	"ARO:"	"cephalosporin,penicillin beta-lactam"	""
"ARO:3002435"	"OKP-B-2"	"ARO:0000032,ARO:3000008"	"ARO:"	"cephalosporin,penicillin beta-lactam"	""
"ARO:3002436"	"OKP-B-3"	"ARO:0000032,ARO:3000008"	"ARO:"	"cephalosporin,penicillin beta-lactam"	""
"ARO:3002437"	"OKP-B-4"	"ARO:0000032,ARO:3000008"	"ARO:"	"cephalosporin,penicillin beta-lactam"	""
"ARO:3002438"	"OKP-B-5"	"ARO:0000032,ARO:3000008"	"ARO:"	"cephalosporin,penicillin beta-lactam"	""
"ARO:3002439"	"OKP-B-6"	"ARO:0000032,ARO:3000008"	"ARO:"	"cephalosporin,penicillin beta-lactam"	""
"ARO:3002440"	"OKP-B-7"	"ARO:0000032,ARO:3000008"	"ARO:"	"cephalosporin,penicillin beta-lactam"	""
"ARO:3002441"	"OKP-B-8"	"ARO:0000032,ARO:3000008"	"ARO:"	"cephalosporin,penicillin beta-lactam"	""
"ARO:3002442"	"OKP-B-9"	"ARO:0000032,ARO:3000008"	"ARO:"	"cephalosporin,penicillin beta-lactam"	""
"ARO:3002443"	"OKP-B-10"	"ARO:0000032,ARO:3000008"	"ARO:"	"cephalosporin,penicillin beta-lactam"	""
"ARO:3002444"	"OKP-B-11"	"ARO:0000032,ARO:3000008"	"ARO:"	"cephalosporin,penicillin beta-lactam"	""
"ARO:3002445"	"OKP-B-12"	"ARO:0000032,ARO:3000008"	"ARO:"	"cephalosporin,penicillin beta-lactam"	""
"ARO:3002446"	"OKP-B-13"	"ARO:0000032,ARO:3000008"	"ARO:"	"cephalosporin,penicillin beta-lactam"	""
"ARO:3002447"	"OKP-B-14"	"ARO:0000032,ARO:3000008"	"ARO:"	"cephalosporin,penicillin beta-lactam"	""
"ARO:3002450"	"OKP-B-17"	"ARO:0000032,ARO:3000008"	"ARO:"	"cephalosporin,penicillin beta-lactam"	""
"ARO:3002451"	"OKP-B-18"	"ARO:0000032,ARO:3000008"	"ARO:"	"cephalosporin,penicillin beta-lactam"	""
"ARO:3002452"	"OKP-B-19"	"ARO:0000032,ARO:3000008"	"ARO:"	"cephalosporin,penicillin beta-lactam"	""
"ARO:3002453"	"OKP-B-20"	"ARO:0000032,ARO:3000008"	"ARO:"	"cephalosporin,penicillin beta-lactam"	""
"ARO:3002454"	"LEN-1"	"ARO:3000008"	"ARO:"	"penicillin beta-lactam"	""
"ARO:3002455"	"LEN-2"	"ARO:3000008"	"ARO:"	"penicillin beta-lactam"	""
"ARO:3002456"	"LEN-5"	"ARO:3000008"	"ARO:"	"penicillin beta-lactam"	""
"ARO:3002457"	"LEN-7"	"ARO:3000008"	"ARO:"	"penicillin beta-lactam"	""
"ARO:3002458"	"LEN-8"	"ARO:3000008"	"ARO:"	"penicillin beta-lactam"	""
"ARO:3002459"	"LEN-9"	"ARO:3000008"	"ARO:"	"penicillin beta-lactam"	""
"ARO:3002460"	"LEN-10"	"ARO:3000008"	"ARO:"	"penicillin beta-lactam"	""
"ARO:3002461"	"LEN-11"	"ARO:3000008"	"ARO:"	"penicillin beta-lactam"	""
"ARO:3002462"	"LEN-12"	"ARO:3000008"	"ARO:"	"penicillin beta-lactam"	""
"ARO:3002463"	"LEN-13"	"ARO:3000008"	"ARO:"	"penicillin beta-lactam"	""
"ARO:3002464"	"LEN-16"	"ARO:3000008"	"ARO:"	"penicillin beta-lactam"	""
"ARO:3002465"	"LEN-18"	"ARO:3000008"	"ARO:"	"penicillin beta-lactam"	""
"ARO:3002466"	"LEN-19"	"ARO:3000008"	"ARO:"	"penicillin beta-lactam"	""
"ARO:3002467"	"LEN-20"	"ARO:3000008"	"ARO:"	"penicillin beta-lactam"	""
"ARO:3002468"	"LEN-21"	"ARO:3000008"	"ARO:"	"penicillin beta-lactam"	""
"ARO:3002469"	"LEN-22"	"ARO:3000008"	"ARO:"	"penicillin beta-lactam"	""
"ARO:3002470"	"LEN-23"	"ARO:3000008"	"ARO:"	"penicillin beta-lactam"	""
"ARO:3002471"	"LEN-24"	"ARO:3000008"	"ARO:"	"penicillin beta-lactam"	""
"ARO:3002472"	"LEN-4"	"ARO:3000008"	"ARO:"	"penicillin beta-lactam"	""
"ARO:3002473"	"LEN-17"	"ARO:3000008"	"ARO:"	"penicillin beta-lactam"	""
"ARO:3002474"	"LEN-26"	"ARO:3000008"	"ARO:"	"penicillin beta-lactam"	""
"ARO:3002475"	"LEN-3"	"ARO:3000008"	"ARO:"	"penicillin beta-lactam"	""
"ARO:3002476"	"LEN-6"	"ARO:3000008"	"ARO:"	"penicillin beta-lactam"	""
"ARO:3002477"	"LEN-14"	"ARO:3000008"	"ARO:"	"penicillin beta-lactam"	""
"ARO:3002478"	"LEN-15"	"ARO:3000008"	"ARO:"	"penicillin beta-lactam"	""
"ARO:3002479"	"LEN-25"	"ARO:3000008"	"ARO:"	"penicillin beta-lactam"	""
"ARO:3002480"	"OXA-144"	"ARO:0000020,ARO:3000008"	"ARO:0000056"	"carbapenem,penicillin beta-lactam"	"oxacillin"
"ARO:3002481"	"AER-1"	"ARO:3000008"	"ARO:"	"penicillin beta-lactam"	""
"ARO:3002482"	"LRA-1"	"ARO:0000032,ARO:3000008"	"ARO:"	"cephalosporin,penicillin beta-lactam"	""
"ARO:3002483"	"LRA-5"	"ARO:0000032,ARO:3000008"	"ARO:"	"cephalosporin,penicillin beta-lactam"	""
"ARO:3002484"	"LRA-13"	"ARO:0000032,ARO:3000008"	"ARO:"	"cephalosporin,penicillin beta-lactam"	""
"ARO:3002485"	"LRA-2"	"ARO:0000032,ARO:3000008"	"ARO:"	"cephalosporin,penicillin beta-lactam"	""
"ARO:3002486"	"LRA-7"	"ARO:0000032,ARO:3000008"	"ARO:"	"cephalosporin,penicillin beta-lactam"	""
"ARO:3002487"	"LRA-8"	"ARO:0000032,ARO:3000008"	"ARO:"	"cephalosporin,penicillin beta-lactam"	""
"ARO:3002488"	"LRA-9"	"ARO:0000032,ARO:3000008"	"ARO:"	"cephalosporin,penicillin beta-lactam"	""
"ARO:3002489"	"LRA-10"	"ARO:0000032,ARO:3000008"	"ARO:"	"cephalosporin,penicillin beta-lactam"	""
"ARO:3002492"	"LRA-18"	"ARO:0000032,ARO:3000008"	"ARO:"	"cephalosporin,penicillin beta-lactam"	""
"ARO:3002493"	"SRT-1"	"ARO:0000032"	"ARO:"	"cephalosporin"	""
"ARO:3002494"	"SRT-2"	"ARO:0000032"	"ARO:"	"cephalosporin"	""
"ARO:3002495"	"CTX-M-85"	"ARO:0000032"	"ARO:"	"cephalosporin"	""
"ARO:3002496"	"OXA-418"	"ARO:0000020,ARO:3000008"	"ARO:0000056"	"carbapenem,penicillin beta-lactam"	"oxacillin"
"ARO:3002497"	"PDC-1"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3002498"	"PDC-2"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3002500"	"PDC-3"	"ARO:0000004,ARO:0000020,ARO:0000032,ARO:3000008"	"ARO:0000008,ARO:0000058,ARO:0000060,ARO:0000062,ARO:3000637,ARO:3000646,ARO:3000704"	"monobactam,carbapenem,cephalosporin,penicillin beta-lactam"	"cefoxitin,cefazolin,ceftazidime,ceftriaxone,ampicillin,cefixime,cefalotin"
"ARO:3002501"	"PDC-4"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3002502"	"PDC-5"	"ARO:0000004,ARO:0000020,ARO:0000032,ARO:3000008"	"ARO:0000008,ARO:0000058,ARO:0000060,ARO:0000062,ARO:3000637,ARO:3000646,ARO:3000704"	"monobactam,carbapenem,cephalosporin,penicillin beta-lactam"	"cefoxitin,cefazolin,ceftazidime,ceftriaxone,ampicillin,cefixime,cefalotin"
"ARO:3002505"	"PDC-6"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3002506"	"PDC-7"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3002507"	"PDC-8"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:"	"monobactam,carbapenem,cephalosporin"	""
"ARO:3002508"	"PDC-9"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:0000060"	"monobactam,carbapenem,cephalosporin"	"ceftazidime"
"ARO:3002509"	"PDC-10"	"ARO:0000004,ARO:0000020,ARO:0000032"	"ARO:0000060"	"monobactam,carbapenem,cephalosporin"	"ceftazidime"
"ARO:3002510"	"LRA-3"	"ARO:0000032,ARO:3000008"	"ARO:"	"cephalosporin,penicillin beta-lactam"	""
"ARO:3002511"	"LRA-12"	"ARO:0000032,ARO:3000008"	"ARO:"	"cephalosporin,penicillin beta-lactam"	""
"ARO:3002512"	"LRA-17"	"ARO:0000032,ARO:3000008"	"ARO:"	"cephalosporin,penicillin beta-lactam"	""
"ARO:3002513"	"LRA-19"	"ARO:0000032,ARO:3000008"	"ARO:"	"cephalosporin,penicillin beta-lactam"	""
"ARO:3002514"	"OCH-1"	"ARO:0000004,ARO:0000032,ARO:3000008"	"ARO:"	"monobactam,cephalosporin,penicillin beta-lactam"	""
"ARO:3002515"	"OCH-2"	"ARO:0000004,ARO:0000032,ARO:3000008"	"ARO:"	"monobactam,cephalosporin,penicillin beta-lactam"	""
"ARO:3002516"	"OCH-3"	"ARO:0000004,ARO:0000032,ARO:3000008"	"ARO:"	"monobactam,cephalosporin,penicillin beta-lactam"	""
"ARO:3002517"	"OCH-4"	"ARO:0000004,ARO:0000032,ARO:3000008"	"ARO:"	"monobactam,cephalosporin,penicillin beta-lactam"	""
"ARO:3002518"	"OCH-5"	"ARO:0000004,ARO:0000032,ARO:3000008"	"ARO:"	"monobactam,cephalosporin,penicillin beta-lactam"	""
"ARO:3002519"	"OCH-6"	"ARO:0000004,ARO:0000032,ARO:3000008"	"ARO:"	"monobactam,cephalosporin,penicillin beta-lactam"	""
"ARO:3002520"	"OCH-7"	"ARO:0000004,ARO:0000032,ARO:3000008"	"ARO:"	"monobactam,cephalosporin,penicillin beta-lactam"	""
"ARO:3002521"	"OCH-8"	"ARO:0000004,ARO:0000032,ARO:3000008"	"ARO:"	"monobactam,cephalosporin,penicillin beta-lactam"	""
"ARO:3002522"	"novA"	"ARO:3000103"	"ARO:3000111"	"aminocoumarin antibiotic"	"novobiocin"
"ARO:3002523"	"AAC(2')-Ia"	"ARO:0000016"	"ARO:0000007,ARO:0000038,ARO:0000052,ARO:3007377,ARO:3007382"	"aminoglycoside antibiotic"	"dibekacin,netilmicin,tobramycin,6'-N-ethylnetilmicin,gentamicin"
"ARO:3002524"	"AAC(2')-Ib"	"ARO:0000016"	"ARO:0000007,ARO:0000038,ARO:0000052,ARO:3007377,ARO:3007382"	"aminoglycoside antibiotic"	"dibekacin,netilmicin,tobramycin,6'-N-ethylnetilmicin,gentamicin"
"ARO:3002525"	"AAC(2')-Ic"	"ARO:0000016"	"ARO:0000007,ARO:0000038,ARO:0000052,ARO:3007377,ARO:3007382"	"aminoglycoside antibiotic"	"dibekacin,netilmicin,tobramycin,6'-N-ethylnetilmicin,gentamicin"
"ARO:3002526"	"AAC(2')-Id"	"ARO:0000016"	"ARO:0000007,ARO:0000038,ARO:0000052,ARO:3007377,ARO:3007382"	"aminoglycoside antibiotic"	"dibekacin,netilmicin,tobramycin,6'-N-ethylnetilmicin,gentamicin"
"ARO:3002527"	"AAC(2')-Ie"	"ARO:0000016"	"ARO:0000007,ARO:0000038,ARO:0000052,ARO:3007377,ARO:3007382"	"aminoglycoside antibiotic"	"dibekacin,netilmicin,tobramycin,6'-N-ethylnetilmicin,gentamicin"
"ARO:3002528"	"AAC(3)-Ia"	"ARO:0000016"	"ARO:0000003,ARO:0000035,ARO:3007382"	"aminoglycoside antibiotic"	"astromicin,sisomicin,gentamicin"
"ARO:3002529"	"AAC(3)-Id"	"ARO:0000016"	"ARO:0000003,ARO:0000035,ARO:3007382"	"aminoglycoside antibiotic"	"astromicin,sisomicin,gentamicin"
"ARO:3002530"	"AAC(3)-Ib"	"ARO:0000016"	"ARO:0000003,ARO:0000035,ARO:3007382"	"aminoglycoside antibiotic"	"astromicin,sisomicin,gentamicin"
"ARO:3002531"	"AAC(3)-Ic"	"ARO:0000016"	"ARO:0000003,ARO:0000035,ARO:3007382"	"aminoglycoside antibiotic"	"astromicin,sisomicin,gentamicin"
"ARO:3002533"	"AAC(3)-IIa"	"ARO:0000016"	"ARO:0000007,ARO:0000035,ARO:0000038,ARO:0000052,ARO:3007377,ARO:3007378,ARO:3007382"	"aminoglycoside antibiotic"	"dibekacin,sisomicin,netilmicin,tobramycin,6'-N-ethylnetilmicin,2'-N-ethylnetilmicin,gentamicin"
"ARO:3002534"	"AAC(3)-IIb"	"ARO:0000016"	"ARO:0000007,ARO:0000035,ARO:0000038,ARO:0000052,ARO:3007377,ARO:3007378,ARO:3007382"	"aminoglycoside antibiotic"	"dibekacin,sisomicin,netilmicin,tobramycin,6'-N-ethylnetilmicin,2'-N-ethylnetilmicin,gentamicin"
"ARO:3002535"	"AAC(3)-IIc"	"ARO:0000016"	"ARO:0000007,ARO:0000035,ARO:0000038,ARO:0000052,ARO:3007377,ARO:3007378,ARO:3007382"	"aminoglycoside antibiotic"	"dibekacin,sisomicin,netilmicin,tobramycin,6'-N-ethylnetilmicin,2'-N-ethylnetilmicin,gentamicin"
"ARO:3002536"	"AAC(3)-IIIa"	"ARO:0000016"	"ARO:0000005,ARO:0000007,ARO:0000035,ARO:0000049,ARO:0000052,ARO:3000657,ARO:3000658,ARO:3007379,ARO:3007382"	"aminoglycoside antibiotic"	"neomycin,dibekacin,sisomicin,kanamycin A,tobramycin,paromomycin,lividomycin,5-episisomicin,gentamicin"
"ARO:3002537"	"AAC(3)-IIIb"	"ARO:0000016"	"ARO:0000005,ARO:0000007,ARO:0000035,ARO:0000049,ARO:0000052,ARO:3000657,ARO:3000658,ARO:3007379,ARO:3007382"	"aminoglycoside antibiotic"	"neomycin,dibekacin,sisomicin,kanamycin A,tobramycin,paromomycin,lividomycin,5-episisomicin,gentamicin"
"ARO:3002538"	"AAC(3)-IIIc"	"ARO:0000016"	"ARO:3004015,ARO:3007382"	"aminoglycoside antibiotic"	"gentamicin A,gentamicin"
"ARO:3002539"	"AAC(3)-IVa"	"ARO:0000016"	"ARO:0000007,ARO:0000035,ARO:0000037,ARO:0000038,ARO:0000052,ARO:3007377,ARO:3007378,ARO:3007382"	"aminoglycoside antibiotic"	"dibekacin,sisomicin,apramycin,netilmicin,tobramycin,6'-N-ethylnetilmicin,2'-N-ethylnetilmicin,gentamicin"
"ARO:3002540"	"AAC(3)-VIa"	"ARO:0000016"	"ARO:0000035,ARO:3007377,ARO:3007382"	"aminoglycoside antibiotic"	"sisomicin,6'-N-ethylnetilmicin,gentamicin"
"ARO:3002541"	"AAC(3)-VIIa"	"ARO:0000016"	"ARO:3000657"	"aminoglycoside antibiotic"	"paromomycin"
"ARO:3002542"	"AAC(3)-VIIIa"	"ARO:0000016"	"ARO:0000005"	"aminoglycoside antibiotic"	"neomycin"
"ARO:3002543"	"AAC(3)-IXa"	"ARO:0000016"	"ARO:0000005"	"aminoglycoside antibiotic"	"neomycin"
"ARO:3002544"	"AAC(3)-Xa"	"ARO:0000016"	"ARO:0000049"	"aminoglycoside antibiotic"	"kanamycin A"
"ARO:3002545"	"AAC(6')-Ia"	"ARO:0000016"	"ARO:0000007,ARO:0000013,ARO:0000035,ARO:0000038,ARO:0000052,ARO:3007378,ARO:3007379"	"aminoglycoside antibiotic"	"dibekacin,amikacin,sisomicin,netilmicin,tobramycin,2'-N-ethylnetilmicin,5-episisomicin"
"ARO:3002546"	"AAC(6')-Ib"	"ARO:0000016"	"ARO:0000013,ARO:0000049,ARO:0000052"	"aminoglycoside antibiotic"	"amikacin,kanamycin A,tobramycin"
"ARO:3002547"	"AAC(6')-Ib-cr1"	"ARO:0000001,ARO:0000016"	"ARO:0000013,ARO:0000036,ARO:0000049,ARO:0000052"	"fluoroquinolone antibiotic,aminoglycoside antibiotic"	"amikacin,ciprofloxacin,kanamycin A,tobramycin"
"ARO:3002549"	"AAC(6')-Ic"	"ARO:0000016"	"ARO:0000007,ARO:0000013,ARO:0000035,ARO:0000038,ARO:0000052,ARO:3007378,ARO:3007379"	"aminoglycoside antibiotic"	"dibekacin,amikacin,sisomicin,netilmicin,tobramycin,2'-N-ethylnetilmicin,5-episisomicin"
"ARO:3002553"	"AAC(6')-If"	"ARO:0000016"	"ARO:0000007,ARO:0000013,ARO:0000035,ARO:0000038,ARO:0000052,ARO:3007378,ARO:3007379"	"aminoglycoside antibiotic"	"dibekacin,amikacin,sisomicin,netilmicin,tobramycin,2'-N-ethylnetilmicin,5-episisomicin"
"ARO:3002554"	"AAC(6')-Ig"	"ARO:0000016"	"ARO:0000007,ARO:0000013,ARO:0000035,ARO:0000038,ARO:0000052,ARO:3007378,ARO:3007379"	"aminoglycoside antibiotic"	"dibekacin,amikacin,sisomicin,netilmicin,tobramycin,2'-N-ethylnetilmicin,5-episisomicin"
"ARO:3002555"	"AAC(6')-Ih"	"ARO:0000016"	"ARO:0000007,ARO:0000013,ARO:0000035,ARO:0000038,ARO:0000052,ARO:3007378,ARO:3007379"	"aminoglycoside antibiotic"	"dibekacin,amikacin,sisomicin,netilmicin,tobramycin,2'-N-ethylnetilmicin,5-episisomicin"
"ARO:3002556"	"AAC(6')-Ii"	"ARO:0000016"	"ARO:0000007,ARO:0000013,ARO:0000035,ARO:0000038,ARO:0000052,ARO:3007378,ARO:3007379"	"aminoglycoside antibiotic"	"dibekacin,amikacin,sisomicin,netilmicin,tobramycin,2'-N-ethylnetilmicin,5-episisomicin"
"ARO:3002557"	"AAC(6')-Ij"	"ARO:0000016"	"ARO:0000007,ARO:0000013,ARO:0000035,ARO:0000038,ARO:0000052,ARO:3007378,ARO:3007379"	"aminoglycoside antibiotic"	"dibekacin,amikacin,sisomicin,netilmicin,tobramycin,2'-N-ethylnetilmicin,5-episisomicin"
"ARO:3002558"	"AAC(6')-Ik"	"ARO:0000016"	"ARO:0000007,ARO:0000013,ARO:0000035,ARO:0000038,ARO:0000052,ARO:3007378,ARO:3007379"	"aminoglycoside antibiotic"	"dibekacin,amikacin,sisomicin,netilmicin,tobramycin,2'-N-ethylnetilmicin,5-episisomicin"
"ARO:3002559"	"AAC(6')-Ip"	"ARO:0000016"	"ARO:0000007,ARO:0000013,ARO:0000035,ARO:0000038,ARO:0000052,ARO:3007378,ARO:3007379"	"aminoglycoside antibiotic"	"dibekacin,amikacin,sisomicin,netilmicin,tobramycin,2'-N-ethylnetilmicin,5-episisomicin"
"ARO:3002560"	"AAC(6')-Iq"	"ARO:0000016"	"ARO:0000007,ARO:0000013,ARO:0000035,ARO:0000038,ARO:0000052,ARO:3007378,ARO:3007379"	"aminoglycoside antibiotic"	"dibekacin,amikacin,sisomicin,netilmicin,tobramycin,2'-N-ethylnetilmicin,5-episisomicin"
"ARO:3002561"	"AAC(6')-Ir"	"ARO:0000016"	"ARO:0000007,ARO:0000013,ARO:0000035,ARO:0000038,ARO:0000052,ARO:3007378,ARO:3007379"	"aminoglycoside antibiotic"	"dibekacin,amikacin,sisomicin,netilmicin,tobramycin,2'-N-ethylnetilmicin,5-episisomicin"
"ARO:3002562"	"AAC(6')-Is"	"ARO:0000016"	"ARO:0000007,ARO:0000013,ARO:0000035,ARO:0000038,ARO:0000052,ARO:3007378,ARO:3007379"	"aminoglycoside antibiotic"	"dibekacin,amikacin,sisomicin,netilmicin,tobramycin,2'-N-ethylnetilmicin,5-episisomicin"
"ARO:3002563"	"AAC(6')-Isa"	"ARO:0000016"	"ARO:0000007,ARO:0000013,ARO:0000035,ARO:0000038,ARO:0000052,ARO:3007378,ARO:3007379"	"aminoglycoside antibiotic"	"dibekacin,amikacin,sisomicin,netilmicin,tobramycin,2'-N-ethylnetilmicin,5-episisomicin"
